country,countryCode,platform,adId,started,brand,advertiser,type,language,angle,headline,copy,score,risk,level,sourceUrl,landing,query,ad_url,screenshot
Angola,AO,Meta,1344150630968377,2026年6月17日,Marco Singleton,Marco Singleton,Image app ad,Portuguese,快速到账,Dinheiro na conta hoje. Aprovação rápida.,"Dinheiro na conta hoje. Aprovação rápida.
Crédito rápido, sem burocracia",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=cr%C3%A9dito%20r%C3%A1pido&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1344150630968377,crédito rápido,https://www.facebook.com/ads/library/?id=1344150630968377,ad_screenshots/1344150630968377.png
Angola,AO,Meta,2081507945781396,2026年6月24日,Kwikola-app de empréstimo,Kwikola-app de empréstimo,Image app ad,Portuguese,高额度,Limite maior com prazo confortável,"Limite maior com prazo confortável
Peça pelo app",66,2,可测试,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=cr%C3%A9dito%20r%C3%A1pido&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=2081507945781396,crédito rápido,https://www.facebook.com/ads/library/?id=2081507945781396,ad_screenshots/2081507945781396.png
Angola,AO,Meta,959651917033073,2026年4月24日,FocoJá-Angola,FocoJá-Angola,Image app ad,Portuguese,快速到账,Empréstimos de 10.000 a 80.000 Kz,"Empréstimos de 10.000 a 80.000 Kz
Prazos flexíveis até 91 dias
Taxa de juros anual (TAEG): até 24%
PLAY.GOOGLE.COM
FocoJá - Dinheiro Rápido",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=959651917033073,FocoJá Angola,https://www.facebook.com/ads/library/?id=959651917033073,ad_screenshots/959651917033073.png
Angola,AO,Meta,959438093613911,2026年4月24日,FocoJá-Angola,FocoJá-Angola,Image app ad,Portuguese,快速到账,Empréstimos de 10.000 a 80.000 Kz,"Empréstimos de 10.000 a 80.000 Kz
Prazos flexíveis até 91 dias
Taxa de juros anual (TAEG): até 24%
PLAY.GOOGLE.COM
FocoJá - Dinheiro Rápido",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=959438093613911,FocoJá Angola,https://www.facebook.com/ads/library/?id=959438093613911,ad_screenshots/959438093613911.png
Angola,AO,Meta,953306947419450,2026年4月24日,FocoJá-Angola,FocoJá-Angola,Image app ad,Portuguese,快速到账,Empréstimos de 10.000 a 80.000 Kz,"Empréstimos de 10.000 a 80.000 Kz
Prazos flexíveis até 91 dias
Taxa de juros anual (TAEG): até 24%
PLAY.GOOGLE.COM
FocoJá - Dinheiro Rápido",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=953306947419450,FocoJá Angola,https://www.facebook.com/ads/library/?id=953306947419450,ad_screenshots/953306947419450.png
Angola,AO,Meta,1020258023679422,2026年6月25日,VitalKumbica,VitalKumbica,Image app ad,Portuguese,快速到账,𝗡𝗘𝗠 𝗘𝗨 𝗔𝗖𝗥𝗘𝗗𝗜𝗧𝗢: 𝗢 𝗠𝗘𝗨 𝗔𝗡𝗧𝗘𝗦 𝗘 𝗗𝗘𝗣𝗢𝗜𝗦 𝗤𝗨𝗘 𝗠𝗘 𝗗𝗘𝗜𝗫𝗢�,"𝗡𝗘𝗠 𝗘𝗨 𝗔𝗖𝗥𝗘𝗗𝗜𝗧𝗢: 𝗢 𝗠𝗘𝗨 𝗔𝗡𝗧𝗘𝗦 𝗘 𝗗𝗘𝗣𝗢𝗜𝗦 𝗤𝗨𝗘 𝗠𝗘 𝗗𝗘𝗜𝗫𝗢𝗨 𝗦𝗘𝗠 𝗣𝗔𝗟𝗔𝗩𝗥𝗔𝗦! 😱💃🏾
Pessoal, nem eu acredito que emagreci tanto! Além de perder peso, estou a ganhar forma — juro! 😂🙌🏾 Nunca tive tanta definição; agora, além dos braços, pernas e barriga mais marcados, descobri que afinal posso ter até curvas! 🫣
Vejam a comparação na imagem. A primeira foto foi em Março deste ano. A família dizia que eu estava a engordar, mas eu achava que era impressão deles... embora sentisse que tinha subido um pouquinho. 🫣😂
A verdade é que eu estava muito cansada, com dores articulares e não dormia bem. Quando aceitei tirar aquela foto e vi o resultado, fiquei chocada! Corri para a farmácia e: 𝙥𝙖𝙢! 97 kg. Eu, que sempre me vi nos meus queridos 68 kg, estava diante de uma realidade que arrasa qualquer autoe",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1020258023679422,FocoJá Angola,https://www.facebook.com/ads/library/?id=1020258023679422,ad_screenshots/1020258023679422.png
Angola,AO,Meta,955533017529658,2026年6月29日,LISPA - Laboratório de Inovação do Sistema de Pagamentos de Angola,LISPA - Laboratório de Inovação do Sistema de Pagamentos de Angola,Image app ad,Portuguese,快速到账,"Muitos jovens em Luanda têm grandes ideias, mas perdem-se por falta de orientação, ambient","Muitos jovens em Luanda têm grandes ideias, mas perdem-se por falta de orientação, ambiente certo e foco estratégico. O LISPA JumpStart terceira edição veio para mudar isso.
​Se tens uma ideia de negócio ou uma startup em fase inicial, esta é a tua oportunidade de receber:
Aprendizagem 100% prática com profissionais do mercado.
Direção clara para tirar o teu projeto do papel.
A oportunidade de disputar o prémio de 1.000.000 Kz para a melhor ideia (250.000 em cash, 750 em serviço)
​As vagas são limitadas e as candidaturas para a 3ª edição encerram em breve.
​Não deixes o teu projeto parado.
Clica no botão abaixo ou no link e faz a tua candidatura agora:
https://forms.gle/EeQxmaAoTa4aALQy5
HTTPS://FORMS.GLE/EEQXMAAOTA4AALQY5
Candidaturas LISPA JumpStart",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=955533017529658,FocoJá Angola,https://www.facebook.com/ads/library/?id=955533017529658,ad_screenshots/955533017529658.png
Angola,AO,Meta,989617483706175,2026年6月22日,Centro de formação profissional SJEL,Centro de formação profissional SJEL,Image app ad,Portuguese,高额度,🔥 TORNE-SE UM SOLDADOR INDUSTRIAL PROFISSIONAL E ABRA PORTAS PARA GRANDES OPORTUNIDADES! ,"🔥 TORNE-SE UM SOLDADOR INDUSTRIAL PROFISSIONAL E ABRA PORTAS PARA GRANDES OPORTUNIDADES! 🔥
O mercado angolano precisa cada vez mais de profissionais qualificados para atuar nas áreas de construção civil, petróleo e gás, indústria metalomecânica, mineração e manutenção industrial.
Se procura uma profissão prática, valorizada e com elevada procura no mercado, o Curso de Soldadura Industrial da SJEL é a oportunidade ideal para si!
✅ Formação prática em ambiente industrial
✅ Formadores experientes e qualificados
✅ Equipamentos modernos
✅ Certificado reconhecido
✅ Pagamento em prestações
📚 Módulos Disponíveis:
🔹 Eletrodo Revestido – 100.000 Kz
🔹 MIG MAG – 180.000 Kz",67,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=989617483706175,FocoJá Angola,https://www.facebook.com/ads/library/?id=989617483706175,ad_screenshots/989617483706175.png
Angola,AO,Meta,1498006318499056,2026年4月24日,FocoJá-Angola,FocoJá-Angola,Image app ad,Portuguese,快速到账,Empréstimos de 10.000 a 80.000 Kz,"Empréstimos de 10.000 a 80.000 Kz
Prazos flexíveis até 91 dias
Taxa de juros anual (TAEG): até 24%
PLAY.GOOGLE.COM
FocoJá - Dinheiro Rápido",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=FocoJ%C3%A1%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1498006318499056,FocoJá Angola,https://www.facebook.com/ads/library/?id=1498006318499056,ad_screenshots/1498006318499056.png
Angola,AO,Meta,903556672131173,2026年1月22日,CredoKa-Angola-1226,CredoKa-Angola-1226,Image app ad,Portuguese,快速到账,Empréstimo sem preocupações até 200.000 Kz.,"Empréstimo sem preocupações até 200.000 Kz.
Processo simples, rápido e dinheiro na mão em pouco tempo.Solicite agora!👇👇👇
PLAY.GOOGLE.COM
CredoKa",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=AO&media_type=all&q=CredoKa%20Angola&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=903556672131173,CredoKa Angola,https://www.facebook.com/ads/library/?id=903556672131173,ad_screenshots/903556672131173.png
Bangladesh,BD,Meta,1735172360829048,2026年6月7日,Fincash,Fincash,Image app ad,English,快速到账,"✅24-hour loan approval ✅Easy signup process, only 3 steps ✅Getting a cash loan in Tk. ✅Hig","✅24-hour loan approval ✅Easy signup process, only 3 steps ✅Getting a cash loan in Tk. ✅High loan amount up to 100.000 Tk.✅Convenient online application",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1735172360829048,bKash Loan,https://www.facebook.com/ads/library/?id=1735172360829048,ad_screenshots/1735172360829048.png
Bangladesh,BD,Meta,1946925926008997,2026年6月12日,Asha Loan,Asha Loan,Image app ad,Bengali,快速到账,সহজ ও সুবিধাজনক প্রক্রিয়ায় মোবাইল দিয়ে অনলাইনে আবেদন করুন,"সহজ ও সুবিধাজনক প্রক্রিয়ায় মোবাইল দিয়ে অনলাইনে আবেদন করুন
PLAY.GOOGLE.COM
দ্রুত আবেদন, সহজ ব্যবহার",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1946925926008997,bKash Loan,https://www.facebook.com/ads/library/?id=1946925926008997,ad_screenshots/1946925926008997.png
Bangladesh,BD,Meta,1556024136157619,2026年6月19日,BD Loan,BD Loan,Image app ad,Bengali,快速到账,জরুরী ক্যাশ লোন - সরাসরি আপনার মোবাইলে! 📱✨,"জরুরী ক্যাশ লোন - সরাসরি আপনার মোবাইলে! 📱✨
• সহজ ধাপ: ফর্ম পূরণ করুন -> দ্রুত অনুমোদন -> ইনস্ট্যান্ট বিকাশ/নগদ ট্রান্সফার।
• সুবিধা: নমনীয় লিমিট এবং বাজারের সবচেয়ে কম সুদের হার!
নিরাপদ এবং দ্রুততম লোনের জন্য নিচে দেওয়া লিংকে ক্লিক করুন। 👇",80,3,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1556024136157619,bKash Loan,https://www.facebook.com/ads/library/?id=1556024136157619,ad_screenshots/1556024136157619.png
Bangladesh,BD,Meta,970403239136814,2026年5月24日,লোন সার্ভিস,লোন সার্ভিস,Image app ad,Bengali,App教程,লোন বিষয়ে বিস্তারিত জানতে ইনবক্স করুন,"লোন বিষয়ে বিস্তারিত জানতে ইনবক্স করুন
API.WHATSAPP.COM
লোন সার্ভিস
发送 WhatsApp 消息",66,2,可测试,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=970403239136814,bKash Loan,https://www.facebook.com/ads/library/?id=970403239136814,ad_screenshots/970403239136814.png
Bangladesh,BD,Meta,2011513716113962,2026年6月29日,Fincash,Fincash,Image app ad,English,快速到账,Instant Cash Advance Loan App | Tk. 50.000 Loan For Urgent Needs,"Instant Cash Advance Loan App | Tk. 50.000 Loan For Urgent Needs
PLAY.GOOGLE.COM
FinCash",71,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=2011513716113962,bKash Loan,https://www.facebook.com/ads/library/?id=2011513716113962,ad_screenshots/2011513716113962.png
Bangladesh,BD,Meta,1011407641490736,2026年6月27日,Credit Card & Banking Information,Credit Card & Banking Information,Image app ad,Bengali,App教程,🎉 UCB ক্রেডিট কার্ড অফার! 🎉,"🎉 UCB ক্রেডিট কার্ড অফার! 🎉
💳 🌟 স্মার্ট লাইফের সঙ্গী – একটি ক্রেডিট  কার্ড!
👨‍💼আপনার ব্যস্ত জীবনে এক কার্ডেই সব সমাধান! 🏦
🎉 **এখনই আবেদন করুন – ট্যাক্স রিটার্ন ছাড়াই!**
💳 #ক্রেডিট_কার্ডে_থাকছে#
✨ 💠 ১ম বছর একদম ফ্রি
✨ 🔄 ১৮ ট্রানজ্যাকশনে পরের বছরগুলো ফ্রি
✨ 👨‍👩‍👧 ১ম সাপ্লিমেন্টারি কার্ড ফ্রি
✨ 💰 ০% EMI – সর্বোচ্চ ২৪ মাস
✨ 🎁 ১০% – ৫০% ক্যাশব্যাক
✨ ⏳ ৪৫ দিনে ইন্টারেস্ট ছাড়া বিল পেমেন্ট সুবিধা",71,2,可测试,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1011407641490736,bKash Loan,https://www.facebook.com/ads/library/?id=1011407641490736,ad_screenshots/1011407641490736.png
Bangladesh,BD,Meta,978503661904479,2026年7月1日,Asha Loan,Asha Loan,Image app ad,Bengali,快速到账,সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন,"সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=978503661904479,bKash Loan,https://www.facebook.com/ads/library/?id=978503661904479,ad_screenshots/978503661904479.png
Bangladesh,BD,Meta,2533011063786227,2026年6月29日,Dost Loan,Dost Loan,Image app ad,Bengali,快速到账,মোবাইল দিয়ে দ্রুত আবেদন জমা দিন,"মোবাইল দিয়ে দ্রুত আবেদন জমা দিন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=2533011063786227,bKash Loan,https://www.facebook.com/ads/library/?id=2533011063786227,ad_screenshots/2533011063786227.png
Bangladesh,BD,Meta,1963767197520605,2026年7月1日,Asha Loan,Asha Loan,Image app ad,Bengali,快速到账,সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন,"সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1963767197520605,bKash Loan,https://www.facebook.com/ads/library/?id=1963767197520605,ad_screenshots/1963767197520605.png
Bangladesh,BD,Meta,1969485730398735,2026年7月1日,Asha Loan,Asha Loan,Image app ad,Bengali,快速到账,সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন,"সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1969485730398735,bKash Loan,https://www.facebook.com/ads/library/?id=1969485730398735,ad_screenshots/1969485730398735.png
Bangladesh,BD,Meta,1340694790801881,2026年7月2日,FinDrip,FinDrip,Image app ad,English,App教程,TakaCashLoan - Easy and safe,"PLAY.GOOGLE.COM
TakaCashLoan - Easy and safe",66,2,可测试,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1340694790801881,bKash Loan,https://www.facebook.com/ads/library/?id=1340694790801881,ad_screenshots/1340694790801881.png
Bangladesh,BD,Meta,1743084000380361,2026年6月27日,BK FAST LOAN,BK FAST LOAN,Image,Bengali,快速到账,লোন বিষয়ে বিস্তারিত জানতে ইনবক্স করুন 📥✅,"লোন বিষয়ে বিস্তারিত জানতে ইনবক্স করুন 📥✅
BK FAST LOAN
Financial Service
发消息",81,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1743084000380361,bKash Loan,https://www.facebook.com/ads/library/?id=1743084000380361,ad_screenshots/1743084000380361.png
Bangladesh,BD,Meta,1881457189217982,2026年7月1日,Asha Loan,Asha Loan,Image app ad,Bengali,快速到账,সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন,"সহজ অনলাইন প্রক্রিয়ায় কয়েক মিনিটেই আবেদন সম্পন্ন করুন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1881457189217982,bKash Loan,https://www.facebook.com/ads/library/?id=1881457189217982,ad_screenshots/1881457189217982.png
Bangladesh,BD,Meta,1734514871126171,2026年6月29日,Dost Loan,Dost Loan,Image app ad,Bengali,快速到账,মোবাইল দিয়ে দ্রুত আবেদন জমা দিন,"মোবাইল দিয়ে দ্রুত আবেদন জমা দিন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1734514871126171,bKash Loan,https://www.facebook.com/ads/library/?id=1734514871126171,ad_screenshots/1734514871126171.png
Bangladesh,BD,Meta,886140027264013,2026年6月29日,Dost Loan,Dost Loan,Image app ad,Bengali,快速到账,মোবাইল দিয়ে দ্রুত আবেদন জমা দিন,"মোবাইল দিয়ে দ্রুত আবেদন জমা দিন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=886140027264013,bKash Loan,https://www.facebook.com/ads/library/?id=886140027264013,ad_screenshots/886140027264013.png
Bangladesh,BD,Meta,2014224899481941,2026年7月2日,Johnson Gottfried Jammal,Johnson Gottfried Jammal,Image app ad,English,快速到账,"🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!","🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!
With Asha Loan, getting financial help is simpler than ever.
⚡ Super-Fast Approval: Get your results within minutes!
📱 100% Online: No complex paperwork, no long queues.
💰 Flexible Amounts: Borrow from Tk 1,000 up to Tk 60,000 tailored to your needs.
Your reliable loan partner is just a tap away. Download Asha Loan today and get the funds you need instantly! 👇
PLAY.GOOGLE.COM
💸 Need Cash Fast? Get Approved in Minutes!",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=2014224899481941,bKash Loan,https://www.facebook.com/ads/library/?id=2014224899481941,ad_screenshots/2014224899481941.png
